0 0 0
0 0 1
0 1 1
0 2 1
0 3 1
0 4 1
0 6 1
0 7 1
0 19 1
0 23 1
0 26 1
0 27 1
0 33 1
0 34 1
0 35 1
0 36 1
0 37 1
0 38 1
0 32 1
0 31 1
0 30 1
0 29 1
0 28 1
0 25 1
0 24 1
0 22 1
0 21 1
0 20 1
0 18 1
0 12 1
0 11 0
0 10 0
0 10 1
0 12 0
0 13 0
0 14 0
0 13 1
0 11 1
0 0 3
0 1 3
0 2 3
0 3 3
0 5 3
0 6 3
0 7 3
0 8 3
0 9 3
0 10 3
0 12 3
0 13 3
0 14 3
0 15 3
0 16 3
0 17 3
0 19 3
0 20 3
0 21 3
0 22 3
0 23 3
0 24 3
0 26 3
0 27 3
0 28 3
0 31 3
0 32 3
0 33 3
0 34 3
0 35 3
0 36 3
0 37 3
0 38 3
0 24 0
0 23 0
0 22 0
0 21 0
0 15 0
0 9 0
0 17 0
0 18 0
0 19 0
0 20 0
0 16 0
0 8 0
0 7 0
0 6 0
0 4 0
0 3 0
0 2 0
0 1 0
0 5 0
0 5 1
0 26 0
0 25 0
0 27 0
0 28 0
0 29 0
0 31 0
0 32 0
0 33 0
0 34 0
0 35 0
0 36 0
0 37 0
0 38 0
0 30 0
0 8 1
0 9 1
0 14 1
0 15 1
0 16 1
0 17 1
0 4 4
0 3 4
0 5 4
0 10 4
0 11 4
0 12 4
0 17 4
0 18 4
0 19 4
0 24 4
0 25 4
0 26 4
0 30 3
0 33 2
17 32 2 3500
0 29 5
0 28 4
0 28 5
0 30 5
0 30 6
0 30 7
0 30 8
0 30 9
0 30 10
0 30 11
0 30 12
0 30 13
0 30 14
0 31 14
0 32 14
0 32 4
0 32 5
0 32 6
0 32 7
0 32 9
0 32 8
0 32 10
0 32 11
0 33 14
0 34 14
0 35 14
0 35 12
0 36 5
0 36 6
0 36 7
0 36 8
0 36 9
0 36 10
0 36 11
0 36 12
0 36 13
0 36 14
0 34 10
0 33 8
0 34 6
0 38 16
0 37 16
0 36 16
0 33 16
0 34 16
0 35 16
0 32 16
0 31 16
0 30 16
5 30 4
5 38 2
5 0 2
5 32 12
5 32 13
18 28 15
0 25 16
0 2 16
0 1 16
0 3 16
12 2 15
0 28 16
0 29 16
11 27 16
11 26 16
11 23 16
11 24 16
11 20 16
11 15 16
11 12 16
11 9 16
11 6 16
11 5 16
6 11 3
5 12 2
10 34 2
7 35 11
4 34 9
4 31 13
0 25 17
0 25 18
0 25 19
0 28 17
0 28 18
0 28 19
0 25 20
0 25 21
0 26 21
0 27 21
0 28 21
0 29 21
0 31 21
0 30 21
0 32 21
0 33 21
0 34 21
0 35 21
0 36 21
0 37 21
0 38 21
0 0 21
0 0 16
0 0 17
0 1 21
0 1 17
0 1 18
0 1 20
0 4 18
0 3 17
0 5 18
0 6 18
0 8 18
0 9 18
0 7 18
0 10 18
0 12 18
0 13 18
0 15 18
0 16 18
0 18 18
0 19 18
0 20 18
0 22 18
0 23 18
0 24 18
0 21 18
0 17 18
0 14 18
0 11 18
0 8 16
0 11 16
0 14 16
0 21 16
0 18 16
11 17 16
11 16 16
11 19 16
11 22 16
11 13 16
11 10 16
11 7 16
0 4 16
3 4 17
3 5 17
3 6 17
3 7 17
3 8 17
3 9 17
3 10 17
3 11 17
3 12 17
3 13 17
3 14 17
3 15 17
3 17 17
3 16 17
3 18 17
3 19 17
3 20 17
3 21 17
3 23 17
3 24 17
3 22 17
0 2 17
0 3 18
0 2 18
0 3 19
0 3 21
0 1 22
0 1 23
0 2 23
0 3 23
0 4 21
0 5 21
0 4 23
0 6 23
0 5 23
0 4 19
0 5 19
0 7 19
0 6 19
0 8 19
0 12 19
0 13 19
0 14 19
0 15 19
0 16 19
0 17 19
0 18 19
0 19 19
0 20 19
0 7 23
0 8 23
0 12 23
0 13 23
0 14 23
0 15 23
0 16 23
0 17 23
0 18 23
0 19 23
0 20 23
0 21 23
0 22 23
0 23 23
0 25 22
0 6 21
0 7 21
0 8 21
0 9 21
0 10 21
0 11 21
0 12 21
0 13 21
0 14 21
0 15 21
0 16 21
0 17 21
0 18 21
0 19 21
0 20 21
0 21 21
0 10 22
0 10 20
0 12 24
0 11 24
0 10 24
0 9 24
0 8 24
7 15 20
7 15 22
13 19 20
10 19 22
0 23 20
0 21 19
0 23 21
0 22 21
0 23 24
0 22 24
0 21 24
0 20 24
0 19 24
0 18 24
0 17 24
0 16 24
0 15 24
0 14 24
0 13 24
0 7 24
0 6 24
0 5 24
0 4 24
0 3 24
0 2 24
0 1 24
0 0 24
0 0 23
0 0 22
0 30 18
0 31 18
0 34 18
0 35 18
4 35 17
4 34 17
4 31 17
4 30 17
4 17 20
4 16 20
4 18 20
4 18 22
4 16 22
4 17 22
4 10 19
4 10 23
4 9 23
4 11 22
4 9 19
4 8 20
0 24 24
0 25 24
0 26 24
0 27 24
0 28 24
0 29 24
0 30 24
0 31 24
0 32 24
0 33 24
0 34 24
0 35 24
0 36 24
0 37 24
0 38 24
0 38 23
0 38 22
18 28 20
2 35 23
2 36 23
2 37 23
0 31 23
0 27 23
0 29 22
0 33 22
0 35 22
0 36 22
0 37 22
1 3 2
